id,Название обьекта,Адрес,Регион,Срок сдачи,Кол-во квартир,Максимум этажей,Минимум этажей,Отделка,Грузоподъемность лифтов,Наличие парковки,Наличие велодорожки,Наличие детской площадки,Наличие спортивной площадки,Застройщик,Email застройщика,Тел. застройщика
46713,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2024-12-31,205,22,22,,4.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46718,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2026-03-31,198,22,22,,4.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46716,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2025-12-31,0,14,14,,3.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46715,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2025-12-31,150,22,22,,3.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46717,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2026-03-31,198,22,22,,4.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46714,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2024-12-31,205,22,22,,4.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
46719,СОЮЗ,"г Москва, улица Сельскохозяйственная",77,2024-12-31,0,1,1,,22.0,510,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА,info@soyuzmoscow.ru,+7 (495) 021-55-04
43349,"ЖК ""Маршал""","г Ульяновск, район Ленинский",73,2023-12-31,147,11,9,,4.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИСКРА-9,office@kpd2.ru,+7(842)267-60-67
46617,"Жилой комплекс ""Люблинский парк""","г Москва, ул Иловайская, корпус 13.1-13.4",77,2025-06-30,1376,34,2,,12.0,186,0,1.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИТЭ,info@sigma-d.ru,+7 (499) 954-69-41
46904,"Жилой комплекс ""Голос Эпохи"" ЖК ""Голос Эпохи""","г Астрахань, район Кировский, ул Бакинская, д. Б/н",30,2025-06-30,192,9,1,,0.0,61,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ИНВЕСТИЦИОННО-ФИНАНСОВАЯ КОМПАНИЯ АСТРСТРОИИНВЕСТ,astrstroiinvest@mail.ru,+7 (851) 229-91-91
49237,"ЖК ""PORT""","п Усть-Луга, кв-л Ленрыба, корпус 3",47,2023-12-31,59,6,6,,0.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ЙОНД.ШУШАРЫ, , 
49235,"ЖК ""PORT""","п Усть-Луга, кв-л Ленрыба, корпус 1",47,2023-12-31,59,6,6,,0.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ЙОНД.ШУШАРЫ, , 
49236,"ЖК ""PORT""","п Усть-Луга, кв-л Ленрыба, корпус 2",47,2023-12-31,59,6,6,,0.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ЙОНД.ШУШАРЫ, , 
45193,Красное яблоко,"г Пермь, ул Куйбышева, д. 135",59,2024-12-31,656,25,12,,11.0,0,0,1.0,1.0,"СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КУЙБЫШЕВА, 135",info@pzsp-group.ru,+7(342)287-21-99
45194,Красное яблоко,"г Пермь, ул Куйбышева, д. 135, строение 2",59,2025-12-31,0,2,2,,2.0,0,0,0.0,0.0,"СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КУЙБЫШЕВА, 135",info@pzsp-group.ru,+7(342)287-21-99
46943,ЖК Ключи-клаб,"г Воронеж, ул Остужева, д. 52/5",36,2025-03-31,334,16,10,,5.0,164,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК К-ДЕВЕЛОПМЕНТ, ,+7 (473) 210-47-89
44824,"ЖК ""Новая история""","г Вологда, ул Чернышевского",35,2023-06-30,185,5,5,,4.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК К-МЕНЕДЖМЕНТ,info.newhistory@gmail.com,+7(817)275-00-28
44409,"Квартал""Колумб"".жилой комплекс""Колумб"".ЖК""Колумб"".Дом ""Ямайка""","г Тюмень, ул Первооткрывателей, д. 8",72,2023-12-31,330,17,14,,2.0,0,1,1.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК К2,info@strana.com,+7(345)261-30-30
42247,"Квартал""Колумб"".жилой комплекс""Колумб"".ЖК""Колумб"".Дом ""Куба"".""Куба""","г Тюмень, д. 568",72,2023-06-30,541,17,14,,3.0,0,1,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК К2,info@strana.com,+7(345)261-30-30
43126,"ЖК ""Озерный"" Жилой Комплекс ""Приозерный""","г Пятигорск, ул Кооперативная, д. В районе дома 34",26,2022-12-31,146,11,11,,5.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАВКАЗЭЛИТСТРОЙ,kavkaz-elit@yandex.ru,+7 (962) 000-84-33
44503,"Авторский дом ""ШАЛЯПИН""","г Казань, ул Шаляпина",16,2023-12-31,97,10,7,,0.0,93,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗ ДОМ СТРОЙ,kzn.szkds@gmail.com,+7(843)528-20-10
43519,,"г Йошкар-Ола, ул Медицинская",12,2023-06-30,126,9,8,,5.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАНСКИЙ ПОСАД +,kazanposadplus@mail.ru,+7(962)588-27-72
44505,,г Йошкар-Ола,12,2023-12-31,116,11,10,,5.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАНСКИЙ ПОСАД +,kazanposadplus@mail.ru,+7(962)588-27-72
44506,,г Йошкар-Ола,12,2023-12-31,98,11,10,,4.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАНСКИЙ ПОСАД +,kazanposadplus@mail.ru,+7(962)588-27-72
49214,,"пгт Медведево, улица Кирова",12,2024-06-30,49,8,7,,2.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАНСКИЙ ПОСАД +,kazanposadplus@mail.ru,+7(962)588-27-72
48784,,"пгт Медведево, улица Кирова",12,2024-12-31,99,6,5,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАНСКИЙ ПОСАД +,kazanposadplus@mail.ru,+7(962)588-27-72
14210,"ЖК ""Ивантеевка 2020""","г Ивантеевка, улица Заводская, д. 1",50,2023-03-31,594,19,17,,5.0,206,0,3.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЗАЧИЙ ТОРГОВЫЙ ДОМ,sale@szktd.ru,+7 (495) 532-83-83
35537,,"г Калининград, улица Дмитрия Донского",39,2024-09-30,464,13,13,,18.0,236,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛИНИНГРАД-СИТИ,rabota201013@mail.ru,+7(401)255-55-22
41001,"Жилой комплекс""На Еловой Аллее""","г Калининград, ул Еловая аллея, д. № 1",39,2023-09-30,127,9,9,,4.0,0,0,1.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛИНИНГРАДНЕФТЕСТРОЙ,blsk@mail.ru,+7(401)276-55-09
41002,"Жилой комплекс""На Еловой Аллее""","г Калининград, ул Еловая аллея, д. № 2",39,2023-09-30,254,9,9,,8.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛИНИНГРАДНЕФТЕСТРОЙ,blsk@mail.ru,+7(401)276-55-09
40218,"""Калинка Парк"" ""Kalinka Park"" ""Калинка парк"" ""Kalinka park""""Калинка Парк"" ж.д.2 ""Kalinka Park"" ж.д.2 ""Калинка парк""ж.д.2 ""Kalinka park""ж.д.2 ""Калинка Парк"" жилой дом 2 ""Kalinka Park"" жилой дом 2 ""Калинка парк"" жилой дом 2 ""Kalinka park""жилой дом 2мкрн ""Калинка Парк""мкрн ""Kalinka Park"" мркн""Калинка парк"" мкрн""Kalinka park"" мкрн ""Калинка Парк"" ж.д.2 мкрн ""Kalinka Park"" ж.д.2 мркн ""Калинка парк"" ж.д.2 мкрн""Kalinka park"" ж.д.2 мкрн ""Калинка Парк"" жилой дом 2мкрн ""Kalinka Park""жилой дом 2 мркн ""Калинка парк"" жилой дом 2 мкрн ""Kalinka park""жилой дом 2 микрорайон ""Калинка Парк"" жилой дом 2микрорайон ""Kalinka Park""жилой дом 2 микрорайон ""Калинка парк"" жилой дом 2 микрорайон ""Kalinka park""жилой дом 2 дом №2 микрорайона ""Калинка Парк""","г Ижевск, ул Васнецова",18,2023-09-30,361,18,15,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛИНКА СМАРТ 2,office@kalinka-group.com,+7(341)270-07-00
49335,UP-квартал Олимп,"г Обнинск, район ""Заовражье"", квартал N 11, корпус 4Г",40,2024-12-31,285,23,23,,2.0,0,1,3.0,3.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛУГА-ЛИДЕР,kaluga-lider-office@yandex.ru,+7(484)227-71-21
31337,UP - квартал Олимп ; Квартал ОЛИМП ; Жилой квартал ОЛИМП ; ЖК ОЛИМП,"город Обнинск, район ""Заовражье"", квартал № 11, корпус 4А",40,2022-12-31,199,26,26,,0.0,0,1,3.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАЛУГА-ЛИДЕР,kaluga-lider-office@yandex.ru,+7(484)227-71-21
46953,Группа компаний АНГ-Холдинг,"г Набережные Челны, пр-кт Абдурахмана Абсалямова, д. 17",16,2024-12-31,143,14,14,,1.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАМАСТРОЙ-НЧ, , 
45618,IQ aparts,"г Новосибирск, ул Кирова, д. Б/н",54,2024-03-31,0,27,27,,4.0,90,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАМЕЯ,kamea91@mail.ru,+7(383)222-72-81
44976,PRIME,"г Пермь, ул Окулова, д. 20",59,2025-12-31,309,25,21,,4.0,93,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАМСКИЕ ОГНИ,info@razvitie59.ru,+7(342)205-75-81
37198,Кантемировская 11,"г Санкт-Петербург, район Выборгский, ул Кантемировская, д. 11, литера А",78,2024-03-31,0,9,9,,1.0,397,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТЕМИРОВСКАЯ,info@sd-kantemirovskaya.ru,+7(495)988-96-35
37199,Кантемировская 11,"г Санкт-Петербург, район Выборгский, ул Кантемировская, д. 11, литера А",78,2024-09-30,337,14,14,,8.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТЕМИРОВСКАЯ,info@sd-kantemirovskaya.ru,+7(495)988-96-35
47511,,д Рогозинино,77,2024-09-30,17,7,7,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТРИ КЛАБ,countryclub.msk@gmail.com,+7 (495) 363-81-12
47508,,д Рогозинино,77,2024-09-30,120,7,6,,10.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТРИ КЛАБ,countryclub.msk@gmail.com,+7 (495) 363-81-12
47512,,д Рогозинино,77,2024-09-30,15,7,7,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТРИ КЛАБ,countryclub.msk@gmail.com,+7 (495) 363-81-12
47510,,д Рогозинино,77,2024-09-30,17,7,7,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТРИ КЛАБ,countryclub.msk@gmail.com,+7 (495) 363-81-12
47509,,д Рогозинино,77,2024-09-30,17,7,7,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАНТРИ КЛАБ,countryclub.msk@gmail.com,+7 (495) 363-81-12
49398,"ЖК ""Парковый""","г Анапа, ул Парковая, д. 79",23,2024-12-31,180,18,18,,2.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПВЫСОТСТРОЙ,info@park-anapa.ru,+7 (800) 101-12-65
49380,"ЖК ""Парковый""","г Анапа, ул Парковая, д. 79",23,2024-12-31,210,18,18,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПВЫСОТСТРОЙ,info@park-anapa.ru,+7 (800) 101-12-65
41934,"Седьмое Небо ЖК ""Седьмое Небо"" Жилой Комплекс ""Седьмое Небо"" Третий Дом Дом Три Дом 3","г Ижевск, район Первомайский, улица Академика Павлова",18,2023-09-30,147,18,18,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛ,mail@litumstroy.ru,+7(341)297-05-05
48508,,"г Сочи, район Хостинский, ул Шоссейная, д. 2",23,2027-09-30,0,13,13,,14.0,336,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛ,kapitalsochi@mail.ru,+7 (988) 285-24-75
45401,,"г Йошкар-Ола, ул Льва Толстого",12,2023-06-30,32,9,9,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛ,kapital_12@bk.ru,+7(927)882-32-20
32849,"Микрорайон ""Тихий Берег"", 004","г Кохма, улица Ивановская, литера В, 5 этап",37,2022-12-31,183,8,8,,3.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛ ГРУПП,nn.frygina@ho4udom.com,+7(493)237-88-44
41662,Досфлота 10.Апартаменты у реки,"г Москва, район Южное Тушино, проезд Досфлота, д. 10, строение 1",77,2023-03-31,0,6,2,,0.0,44,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛ-ИНВЕСТ,dosflota10@glxg.ru,+7(495)988-06-81
37307,Джаз,"г Архангельск, ул Володарского",29,2022-12-31,62,8,8,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТ,edsgroup306@gmail.com,+7(818)241-30-50
43478,"ЖК ""ОНИКС""","г Краснодар, улица Российская, д. 267, литера 11",23,2028-03-31,0,10,10,,1.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТСТРОЙ,ur.otd@capstroi.com,+7 (861) 992-44-44
43477,"ЖК ""ОНИКС""","г Краснодар, улица Российская, д. 267, литера 10",23,2027-12-31,0,10,10,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТСТРОЙ,ur.otd@capstroi.com,+7 (861) 992-44-44
33803,"ЖК ""ОНИКС""","г Краснодар, улица Российская, д. 267, литера 8",23,2023-06-30,0,1,1,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТСТРОЙ,ur.otd@capstroi.com,+7 (861) 992-44-44
43476,"ЖК ""ОНИКС""","г Краснодар, улица Российская, д. 267, литера 9",23,2026-12-31,0,6,6,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТСТРОЙ,ur.otd@capstroi.com,+7 (861) 992-44-44
33800,"ЖК ""ОНИКС""","г Краснодар, улица Российская, д. 267, литера 5, блок-секция 1, 2, 3",23,2024-03-31,595,18,18,,6.0,0,0,2.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛИНВЕСТСТРОЙ,ur.otd@capstroi.com,+7 (861) 992-44-44
49028,,"г Тверь, улица Склизкова, д. 58а, корпус 2",69,2024-12-31,38,6,6,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛСТРОЙ,iskon14@yandex.ru,+7 (482) 234-90-34
49029,,"г Тверь, улица Склизкова, д. 58а, корпус 3",69,2024-12-31,38,6,6,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛСТРОЙ,iskon14@yandex.ru,+7 (482) 234-90-34
49027,,"г Тверь, улица Склизкова, д. 58а, корпус 1",69,2024-09-30,40,6,6,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛСТРОЙ,iskon14@yandex.ru,+7 (482) 234-90-34
49006,Патрики,"г Краснодар, литера 1.4",23,2025-09-30,296,18,3,,0.0,545,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49005,Патрики,"г Краснодар, литера 1.3",23,2025-06-30,522,20,9,,0.0,299,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49010,Патрики,"г Краснодар, литера 4.1",23,2030-09-30,359,15,8,,0.0,266,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49008,Патрики,"г Краснодар, литера 2",23,2030-09-30,992,19,8,,0.0,934,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49003,Патрики,"г Краснодар, ул Сормовская, литера 1.1",23,2025-03-31,514,20,11,,0.0,294,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49004,Патрики,"г Краснодар, литера 1.2",23,2025-09-30,384,20,3,,0.0,589,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49120,Патрики,"г Краснодар, литера 5.1",23,2029-03-31,371,18,8,,0.0,266,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49009,Патрики,"г Краснодар, ул Сормовская, литера 4.2",23,2030-09-30,225,18,7,,0.0,86,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
49007,Патрики,"г Краснодар, литера 1.5",23,2025-09-30,362,20,3,,0.0,273,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПИТАЛЪ,info@sskuban.ru,+7 (800) 550-33-73
41929,ЖК Халькон,"линия 15-я В.О., д. 84, корпус 2, строение Литера Б",78,2022-09-30,72,9,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАПСТРОЙ-ПИТЕР,pateks@mail.ru,+7(495)708-41-41
41744,ЖК Карельский 4,"г Петрозаводск, ул Пересечение улицы Лермонтова и переулка Лермонтова, литера 0",10,2023-09-30,153,25,25,,1.0,44,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАРЕЛЬСКИЙ 4,s-mk-office@mail.ru,+7(814)233-00-11
39736,ЖК Карельский 5,г Петрозаводск,10,2022-12-31,177,25,25,,1.0,46,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАРЕЛЬСКИЙ 5,s-mk-office@mail.ru,+7(814)233-00-11
42085,,"г Санкт-Петербург, наб Реки Карповки, д. 39, литера Б",78,2023-12-31,2,3,3,,0.0,0,0,3.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАРПОВКА 31,psk@psk-info.ru,+7(812)680-15-39
42086,,"г Санкт-Петербург, наб Реки Карповки, д. 31, литера А",78,2023-12-31,0,9,9,,1.0,0,0,3.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАРПОВКА 31,psk@psk-info.ru,+7(812)680-15-39
42084,ЖК Северная корона,"г Санкт-Петербург, наб Реки Карповки, д. 31, литера А",78,2023-12-31,361,9,4,,0.0,218,0,3.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАРПОВКА 31,psk@psk-info.ru,+7(812)680-15-39
48792,"Жилой комплекс ""НОВОЕ ПОКОЛЕНИЕ"" (ЖК ""НОВОЕ ПОКОЛЕНИЕ"")","г Челябинск, район Курчатовский, д. Стр 16",74,2024-12-31,336,18,17,,6.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
49173,"Жилой комплекс ""НОВОЕ ПОКОЛЕНИЕ"" (ЖК ""НОВОЕ ПОКОЛЕНИЕ"")","г Челябинск, район Курчатовский, д. Стр.18",74,2024-03-31,310,11,11,,8.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
47323,"Жилой комплекс ""НОВОЕ ПОКОЛЕНИЕ"" (ЖК ""НОВОЕ ПОКОЛЕНИЕ"")","г Челябинск, район Курчатовский, д. Стр.№ 15",74,2023-06-30,50,11,11,,1.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
45960,"Жилой комплекс ""Яблоневый"" (ЖК ""Яблоневый"")","г Челябинск, район Тракторозаводский, ул Яблоневая, д. 5",74,2023-12-31,117,11,11,,3.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
47330,"Жилой комплекс ""НОВОЕ ПОКОЛЕНИЕ"" (ЖК ""НОВОЕ ПОКОЛЕНИЕ"")","г Челябинск, район Курчатовский, д. Стр.№ 15",74,2023-06-30,144,19,19,,4.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
46315,"Жилой комплекс ""Яблоневый"" (ЖК ""Яблоневый"")","г Челябинск, район Тракторозаводский, д. 6",74,2023-12-31,77,11,11,,2.0,0,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,2199082@mail.ru,+7(351)219-90-82
46664,"Гостиничный комплекс ""Гранд Каскад""","г Сочи, район Центральный, пр-кт Курортный, блок-секция 1,2,3,4,5,6",23,2024-06-30,0,7,4,,7.0,88,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД,kaskad-sochi@yandex.ru,+7 (938) 441-00-99
48673,,"г Воронеж, Ленинградская, д. 120, корпус Б",36,2024-03-31,132,16,16,,1.0,31,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАСКАД-ИНВЕСТ, , 
43864,GloraX Aura Белорусская Glorax Aura Белорусская GLORAX AURA БЕЛОРУССКАЯ ГЛОРАКС АУРА БЕЛОРУССКАЯ Глоракс Аура Белорусская,"г Москва, улица 1-я Ямского Поля, строение 3, вл. 28",77,2024-09-30,0,24,24,,3.0,136,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАССИОПЕЯ,office@glorax.com,+7(495)150-35-50
45561,Апарт-отель Элибэй,п Лесное,39,2024-12-31,0,5,5,,2.0,0,0,2.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТРАН,info@elybay.ru,+7(911)868-99-06
45562,Апарт-отель Элибэй,п Лесное,39,2024-12-31,0,5,5,,2.0,0,0,2.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТРАН,info@elybay.ru,+7(911)868-99-06
45563,Апарт-отель Элибэй,п Лесное,39,2024-12-31,0,5,5,,2.0,0,0,2.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТРАН,info@elybay.ru,+7(911)868-99-06
33251,"Жилой квартал ""КутузовGRAD II""; ЖК ""КутузовGRAD II"" (корп. 3,4,5,6)","г Москва, район Можайский, улица Петра Алексеева, корпус 3,4,5,6, вл. 12",77,2023-03-31,1384,31,30,,18.0,818,0,5.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТУАР,info@ingrad.com,+7(495)185-21-86
44097,"ЖК ""КАТУАР""","г Мытищи, район Сухарево, д. 14",50,2024-12-31,54,4,4,,0.0,0,0,2.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТУАР ДЕВЕЛОПМЕНТ,katuar@ferrostroy.ru,+7(495)740-48-22
44095,"ЖК ""КАТУАР""","г Мытищи, район Сухарево, д. 12",50,2024-12-31,110,4,4,,0.0,0,0,2.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТУАР ДЕВЕЛОПМЕНТ,katuar@ferrostroy.ru,+7(495)740-48-22
44094,"ЖК ""КАТУАР""","г Мытищи, район Сухарево, д. 11",50,2024-12-31,54,4,4,,0.0,0,0,2.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КАТУАР ДЕВЕЛОПМЕНТ,katuar@ferrostroy.ru,+7(495)740-48-22
